,0,25,50
0,2.334679310061135,2.332927832225139,2.3261932359224606
1,2.500658072733984,2.49803560568875,2.488011332164414
2,2.932678592960331,2.924236868755433,2.8932942624479256
3,2.968401332990857,2.9590342816087816,2.9249316215696144
4,2.968401332990857,2.9590342816087816,2.9249316215696144
5,2.968401332990857,2.9672140397910836,2.9561081630326265
6,3.0478380660062965,3.0463305839741417,3.032306145520357
7,3.0478380660062965,3.054122151585347,3.039768646612659
8,3.191913162924301,3.20182958298239,3.1793562346868267
9,3.2384467858396575,3.250015846620345,3.223971140596009
10,3.260605726636967,3.273058604832466,3.2450781782922293
11,3.260605726636967,3.273058604832466,3.2450781782922293
12,3.260605726636967,3.2802328819397024,3.2646366943136664
13,3.260605726636967,3.3086767149641414,3.291594566373172
14,3.4675413896415863,3.574553071035524,3.533771553501915
15,3.499653810606638,3.574553071035524,3.533771553501915
16,3.5831171468300047,3.574553071035524,3.533771553501915
17,3.7702581410739993,3.7534920585293094,3.679992270357033
18,3.7894908564705134,3.7715532670147986,3.6937074568270867
19,3.7941723459430174,3.7759259632618423,3.6969725167005434
20,4.018801677578304,3.977057445520889,3.829221493813427
21,4.134397242942163,4.0707322529444285,3.8772682541061774
22,4.145388293643374,4.079236764844071,3.8812742370814495
23,4.145388293643374,4.079236764844071,3.8812742370814495
24,4.145388293643374,4.079236764844071,3.9282667099276662
25,4.145388293643374,4.079236764844071,3.9282667099276662
26,4.145845308198791,4.079279517553286,3.9282667099276662
27,4.145845308198791,4.098450714128696,3.979798793130648
28,4.148193458706134,4.100382094992782,3.9809965877031335
29,4.190747661782972,4.134708497272909,4.001568943875799
30,4.190747661782972,4.1679933006268355,4.059988774395454
31,4.208046383636466,4.1679933006268355,4.059988774395454
32,4.208046383636466,4.1679933006268355,4.071441680550503
33,4.21214339328823,4.171560629451144,4.074019318294501
34,4.23638829046955,4.191838452534101,4.0873864274316585
35,4.2862503720490635,4.232339749944648,4.112836982023074
36,4.2915032867223895,4.243633067109299,4.129580248923082
37,4.2915032867223895,4.243633067109299,4.129580248923082
38,4.2915032867223895,4.243633067109299,4.129580248923082
39,4.2915032867223895,4.243633067109299,4.129580248923082
40,4.2915032867223895,4.243633067109299,4.129580248923082
41,4.2915032867223895,4.243633067109299,4.129580248923082
42,4.292334087021942,4.2457053906065765,4.132953557059995
43,4.292334087021942,4.2457053906065765,4.132953557059995
44,4.304142716968361,4.282714156657346,4.224219565218934
45,4.305304001802326,4.28377621344233,4.22505568782252
46,4.353845688042814,4.327586686213278,4.258446738000851
47,4.364184379711689,4.3367860166413355,4.265241928782099
48,4.365955015486406,4.338357881156426,4.266398698913832
49,4.491351673103034,4.445339702684498,4.339442923880291
50,4.495747351068878,4.44934898730341,4.342667123728532
51,4.536966473182385,4.482133879930107,4.362422573119262
52,4.559380005182325,4.4994308216717345,4.372443866392909
53,4.559380005182325,4.4994308216717345,4.372443866392909
54,4.559380005182325,4.4994308216717345,4.372443866392909
55,4.559380005182325,4.4994308216717345,4.372443866392909
56,4.559380005182325,4.4994308216717345,4.372443866392909
57,4.559380005182325,4.4994308216717345,4.372443866392909
58,4.561221219468087,4.503595219614573,4.379884858052303
59,4.561221219468087,4.503595219614573,4.379884858052303
60,4.5764480549861375,4.546589719355262,4.473720527697949
61,4.5764480549861375,4.546589719355262,4.473720527697949
62,4.5764480549861375,4.546589719355262,4.473720527697949
63,4.5776293225736095,4.5494908236070195,4.47959688799104
64,4.582304763921484,4.564312356885661,4.519146665218949
65,4.582304763921484,4.564312356885661,4.519146665218949
66,4.595215209080208,4.576213753385176,4.528901476061496
